X,L,Section,End Condition,,Slope ,Deflection
0.615,5,2.5,FF,,0.0356,-0.0988
0.62,5,2.5,FF,,0.0361,-0.1003
0.625,5,2.5,FF,,0.0366,-0.1017
0.63,5,2.5,FF,,0.0371,-0.1032
0.635,5,2.5,FF,,0.0376,-0.1047
0.64,5,2.5,FF,,0.0381,-0.1062
0.645,5,2.5,FF,,0.0386,-0.1076
0.65,5,2.5,FF,,0.0391,-0.1091
0.655,5,2.5,FF,,0.0396,-0.1107
0.66,5,2.5,FF,,0.0401,-0.1122
0.665,5,2.5,FF,,0.0406,-0.1137
0.67,5,2.5,FF,,0.0411,-0.1152
0.675,5,2.5,FF,,0.0416,-0.1168
0.68,5,2.5,FF,,0.0421,-0.1183
0.685,5,2.5,FF,,0.0426,-0.1198
0.69,5,2.5,FF,,0.0431,-0.1214
0.695,5,2.5,FF,,0.0436,-0.123
0.7,5,2.5,FF,,0.0441,-0.1245
0.705,5,2.5,FF,,0.0446,-0.1261
0.71,5,2.5,FF,,0.0451,-0.1277
0.715,5,2.5,FF,,0.0456,-0.1293
0.72,5,2.5,FF,,0.0461,-0.1309
0.725,5,2.5,FF,,0.0466,-0.1325
0.73,5,2.5,FF,,0.0472,-0.1341
0.735,5,2.5,FF,,0.0477,-0.1357
0.74,5,2.5,FF,,0.0482,-0.1374
0.745,5,2.5,FF,,0.0487,-0.139
0.75,5,2.5,FF,,0.0492,-0.1406
0.755,5,2.5,FF,,0.0497,-0.1423
0.76,5,2.5,FF,,0.0503,-0.1439
0.765,5,2.5,FF,,0.0508,-0.1456
0.77,5,2.5,FF,,0.0513,-0.1472
0.775,5,2.5,FF,,0.0518,-0.1489
0.78,5,2.5,FF,,0.0523,-0.1506
0.785,5,2.5,FF,,0.0528,-0.1523
0.79,5,2.5,FF,,0.0534,-0.1539
0.795,5,2.5,FF,,0.0539,-0.1556
0.8,5,2.5,FF,,0.0544,-0.1573
0.805,5,2.5,FF,,0.0549,-0.159
0.81,5,2.5,FF,,0.0554,-0.1607
0.815,5,2.5,FF,,0.056,-0.1625
0.82,5,2.5,FF,,0.0565,-0.1642
0.825,5,2.5,FF,,0.057,-0.1659
0.83,5,2.5,FF,,0.0575,-0.1676
0.835,5,2.5,FF,,0.058,-0.1694
0.84,5,2.5,FF,,0.0586,-0.1711
0.845,5,2.5,FF,,0.0591,-0.1729
0.85,5,2.5,FF,,0.0596,-0.1746
0.855,5,2.5,FF,,0.0601,-0.1764
0.86,5,2.5,FF,,0.0606,-0.1781
0.865,5,2.5,FF,,0.0612,-0.1799
0.87,5,2.5,FF,,0.0617,-0.1817
0.875,5,2.5,FF,,0.0622,-0.1834
0.88,5,2.5,FF,,0.0627,-0.1852
0.885,5,2.5,FF,,0.0632,-0.187
0.89,5,2.5,FF,,0.0638,-0.1888
0.895,5,2.5,FF,,0.0643,-0.1906
0.9,5,2.5,FF,,0.0648,-0.1924
0.905,5,2.5,FF,,0.0653,-0.1942
0.91,5,2.5,FF,,0.0658,-0.196
0.915,5,2.5,FF,,0.0664,-0.1978
0.92,5,2.5,FF,,0.0669,-0.1996
0.925,5,2.5,FF,,0.0674,-0.2014
0.93,5,2.5,FF,,0.0679,-0.2033
0.935,5,2.5,FF,,0.0684,-0.2051
0.94,5,2.5,FF,,0.0689,-0.2069
0.945,5,2.5,FF,,0.0694,-0.2087
0.95,5,2.5,FF,,0.0699,-0.2106
0.955,5,2.5,FF,,0.0705,-0.2124
0.96,5,2.5,FF,,0.071,-0.2143
0.965,5,2.5,FF,,0.0715,-0.2161
0.97,5,2.5,FF,,0.072,-0.218
0.975,5,2.5,FF,,0.0725,-0.2198
0.98,5,2.5,FF,,0.073,-0.2217
0.985,5,2.5,FF,,0.0735,-0.2236
0.99,5,2.5,FF,,0.074,-0.2254
0.995,5,2.5,FF,,0.0745,-0.2273
1,5,2.5,FF,,0.075,-0.2292
1.005,5,2.5,FF,,0.0755,-0.231
1.01,5,2.5,FF,,0.076,-0.2329
1.015,5,2.5,FF,,0.0765,-0.2348
1.02,5,2.5,FF,,0.077,-0.2367
1.025,5,2.5,FF,,0.0775,-0.2386
1.03,5,2.5,FF,,0.078,-0.2405
1.035,5,2.5,FF,,0.0785,-0.2424
1.04,5,2.5,FF,,0.079,-0.2443
1.045,5,2.5,FF,,0.0794,-0.2462
1.05,5,2.5,FF,,0.0799,-0.2481
1.055,5,2.5,FF,,0.0804,-0.25
1.06,5,2.5,FF,,0.0809,-0.2519
1.065,5,2.5,FF,,0.0814,-0.2538
1.07,5,2.5,FF,,0.0819,-0.2557
1.075,5,2.5,FF,,0.0823,-0.2576
1.08,5,2.5,FF,,0.0828,-0.2595
1.085,5,2.5,FF,,0.0833,-0.2614
1.09,5,2.5,FF,,0.0838,-0.2634
1.095,5,2.5,FF,,0.0842,-0.2653
1.1,5,2.5,FF,,0.0847,-0.2672
1.105,5,2.5,FF,,0.0852,-0.2691
1.11,5,2.5,FF,,0.0856,-0.2711
1.115,5,2.5,FF,,0.0861,-0.273
1.12,5,2.5,FF,,0.0866,-0.2749
1.125,5,2.5,FF,,0.087,-0.2769
1.13,5,2.5,FF,,0.0875,-0.2788
1.135,5,2.5,FF,,0.0879,-0.2807
1.14,5,2.5,FF,,0.0884,-0.2827
1.145,5,2.5,FF,,0.0888,-0.2846
1.15,5,2.5,FF,,0.0893,-0.2865
1.155,5,2.5,FF,,0.0897,-0.2885
1.16,5,2.5,FF,,0.0902,-0.2904
1.165,5,2.5,FF,,0.0906,-0.2924
1.17,5,2.5,FF,,0.091,-0.2943
1.175,5,2.5,FF,,0.0915,-0.2963
1.18,5,2.5,FF,,0.0919,-0.2982
1.185,5,2.5,FF,,0.0923,-0.3002
1.19,5,2.5,FF,,0.0928,-0.3021
1.195,5,2.5,FF,,0.0932,-0.3041
1.2,5,2.5,FF,,0.0936,-0.306
1.205,5,2.5,FF,,0.094,-0.308
1.21,5,2.5,FF,,0.0944,-0.3099
1.215,5,2.5,FF,,0.0948,-0.3119
1.22,5,2.5,FF,,0.0953,-0.3138
1.225,5,2.5,FF,,0.0957,-0.3158
1.23,5,2.5,FF,,0.0961,-0.3177
1.235,5,2.5,FF,,0.0965,-0.3197
1.24,5,2.5,FF,,0.0969,-0.3216
1.245,5,2.5,FF,,0.0973,-0.3236
1.25,5,2.5,FF,,0.0977,-0.3255
1.255,5,2.5,FF,,0.098,-0.3275
1.26,5,2.5,FF,,0.0984,-0.3294
1.265,5,2.5,FF,,0.0988,-0.3314
1.27,5,2.5,FF,,0.0992,-0.3333
1.275,5,2.5,FF,,0.0996,-0.3353
1.28,5,2.5,FF,,0.0999,-0.3372
1.285,5,2.5,FF,,0.1003,-0.3392
1.29,5,2.5,FF,,0.1007,-0.3411
1.295,5,2.5,FF,,0.101,-0.3431
1.3,5,2.5,FF,,0.1014,-0.345
1.305,5,2.5,FF,,0.1018,-0.347
1.31,5,2.5,FF,,0.1021,-0.3489
1.315,5,2.5,FF,,0.1025,-0.3509
1.32,5,2.5,FF,,0.1028,-0.3528
1.325,5,2.5,FF,,0.1031,-0.3548
1.33,5,2.5,FF,,0.1035,-0.3567
1.335,5,2.5,FF,,0.1038,-0.3587
1.34,5,2.5,FF,,0.1041,-0.3606
1.345,5,2.5,FF,,0.1045,-0.3626
1.35,5,2.5,FF,,0.1048,-0.3645
1.355,5,2.5,FF,,0.1051,-0.3664
1.36,5,2.5,FF,,0.1054,-0.3684
1.365,5,2.5,FF,,0.1057,-0.3703
1.37,5,2.5,FF,,0.106,-0.3723
1.375,5,2.5,FF,,0.1063,-0.3742
1.38,5,2.5,FF,,0.1066,-0.3761
1.385,5,2.5,FF,,0.1069,-0.3781
1.39,5,2.5,FF,,0.1072,-0.38
1.395,5,2.5,FF,,0.1075,-0.3819
1.4,5,2.5,FF,,0.1078,-0.3838
1.405,5,2.5,FF,,0.1081,-0.3858
1.41,5,2.5,FF,,0.1084,-0.3877
1.415,5,2.5,FF,,0.1086,-0.3896
1.42,5,2.5,FF,,0.1089,-0.3915
1.425,5,2.5,FF,,0.1091,-0.3934
1.43,5,2.5,FF,,0.1094,-0.3953
1.435,5,2.5,FF,,0.1097,-0.3973
1.44,5,2.5,FF,,0.1099,-0.3992
1.445,5,2.5,FF,,0.1101,-0.4011
1.45,5,2.5,FF,,0.1104,-0.403
1.455,5,2.5,FF,,0.1106,-0.4049
1.46,5,2.5,FF,,0.1108,-0.4068
1.465,5,2.5,FF,,0.1111,-0.4087
1.47,5,2.5,FF,,0.1113,-0.4106
1.475,5,2.5,FF,,0.1115,-0.4125
1.48,5,2.5,FF,,0.1117,-0.4144
1.485,5,2.5,FF,,0.1119,-0.4162
1.49,5,2.5,FF,,0.1121,-0.4181
1.495,5,2.5,FF,,0.1123,-0.42
1.5,5,2.5,FF,,0.1125,-0.4219
1.505,5,2.5,FF,,0.1127,-0.4237
1.51,5,2.5,FF,,0.1129,-0.4256
1.515,5,2.5,FF,,0.113,-0.4275
1.52,5,2.5,FF,,0.1132,-0.4293
1.525,5,2.5,FF,,0.1134,-0.4312
1.53,5,2.5,FF,,0.1135,-0.4331
1.535,5,2.5,FF,,0.1137,-0.4349
1.54,5,2.5,FF,,0.1138,-0.4368
1.545,5,2.5,FF,,0.114,-0.4386
1.55,5,2.5,FF,,0.1141,-0.4405
1.555,5,2.5,FF,,0.1143,-0.4423
1.56,5,2.5,FF,,0.1144,-0.4441
1.565,5,2.5,FF,,0.1145,-0.446
1.57,5,2.5,FF,,0.1146,-0.4478
1.575,5,2.5,FF,,0.1147,-0.4496
1.58,5,2.5,FF,,0.1148,-0.4514
1.585,5,2.5,FF,,0.1149,-0.4532
1.59,5,2.5,FF,,0.115,-0.4551
1.595,5,2.5,FF,,0.1151,-0.4569
1.6,5,2.5,FF,,0.1152,-0.4587
1.605,5,2.5,FF,,0.1153,-0.4605
1.61,5,2.5,FF,,0.1153,-0.4623
1.615,5,2.5,FF,,0.1154,-0.464
1.62,5,2.5,FF,,0.1155,-0.4658
1.625,5,2.5,FF,,0.1155,-0.4676
1.63,5,2.5,FF,,0.1156,-0.4694
1.635,5,2.5,FF,,0.1156,-0.4712
1.64,5,2.5,FF,,0.1157,-0.4729
1.645,5,2.5,FF,,0.1157,-0.4747
1.65,5,2.5,FF,,0.1157,-0.4764
1.655,5,2.5,FF,,0.1157,-0.4782
1.66,5,2.5,FF,,0.1157,-0.4799
1.665,5,2.5,FF,,0.1157,-0.4817
1.67,5,2.5,FF,,0.1157,-0.4834
1.675,5,2.5,FF,,0.1157,-0.4851
1.68,5,2.5,FF,,0.1157,-0.4869
1.685,5,2.5,FF,,0.1157,-0.4886
1.69,5,2.5,FF,,0.1157,-0.4903
1.695,5,2.5,FF,,0.1156,-0.492
1.7,5,2.5,FF,,0.1156,-0.4937
1.705,5,2.5,FF,,0.1156,-0.4954
1.71,5,2.5,FF,,0.1155,-0.4971
1.715,5,2.5,FF,,0.1154,-0.4988
1.72,5,2.5,FF,,0.1154,-0.5005
1.725,5,2.5,FF,,0.1153,-0.5021
1.73,5,2.5,FF,,0.1152,-0.5038
1.735,5,2.5,FF,,0.1151,-0.5055
1.74,5,2.5,FF,,0.115,-0.5071
1.745,5,2.5,FF,,0.1149,-0.5088
1.75,5,2.5,FF,,0.1148,-0.5104
1.755,5,2.5,FF,,0.1147,-0.5121
1.76,5,2.5,FF,,0.1146,-0.5137
1.765,5,2.5,FF,,0.1145,-0.5153
1.77,5,2.5,FF,,0.1144,-0.5169
1.775,5,2.5,FF,,0.1142,-0.5185
1.78,5,2.5,FF,,0.1141,-0.5201
1.785,5,2.5,FF,,0.1139,-0.5217
1.79,5,2.5,FF,,0.1137,-0.5233
1.795,5,2.5,FF,,0.1136,-0.5249
1.8,5,2.5,FF,,0.1134,-0.5265
1.805,5,2.5,FF,,0.1132,-0.5281
1.81,5,2.5,FF,,0.113,-0.5296
1.815,5,2.5,FF,,0.1128,-0.5312
1.82,5,2.5,FF,,0.1126,-0.5327
1.825,5,2.5,FF,,0.1124,-0.5343
1.83,5,2.5,FF,,0.1122,-0.5358
1.835,5,2.5,FF,,0.112,-0.5374
1.84,5,2.5,FF,,0.1117,-0.5389
1.845,5,2.5,FF,,0.1115,-0.5404
1.85,5,2.5,FF,,0.1112,-0.5419
1.855,5,2.5,FF,,0.111,-0.5434
1.86,5,2.5,FF,,0.1107,-0.5449
1.865,5,2.5,FF,,0.1104,-0.5464
1.87,5,2.5,FF,,0.1102,-0.5478
1.875,5,2.5,FF,,0.1099,-0.5493
1.88,5,2.5,FF,,0.1096,-0.5508
1.885,5,2.5,FF,,0.1093,-0.5522
1.89,5,2.5,FF,,0.1089,-0.5537
1.895,5,2.5,FF,,0.1086,-0.5551
1.9,5,2.5,FF,,0.1083,-0.5565
1.905,5,2.5,FF,,0.108,-0.558
1.91,5,2.5,FF,,0.1076,-0.5594
1.915,5,2.5,FF,,0.1073,-0.5608
1.92,5,2.5,FF,,0.1069,-0.5622
1.925,5,2.5,FF,,0.1065,-0.5636
1.93,5,2.5,FF,,0.1062,-0.5649
1.935,5,2.5,FF,,0.1058,-0.5663
1.94,5,2.5,FF,,0.1054,-0.5677
1.945,5,2.5,FF,,0.105,-0.569
1.95,5,2.5,FF,,0.1046,-0.5704
1.955,5,2.5,FF,,0.1042,-0.5717
1.96,5,2.5,FF,,0.1037,-0.573
1.965,5,2.5,FF,,0.1033,-0.5744
1.97,5,2.5,FF,,0.1028,-0.5757
1.975,5,2.5,FF,,0.1024,-0.577
1.98,5,2.5,FF,,0.1019,-0.5783
1.985,5,2.5,FF,,0.1015,-0.5795
1.99,5,2.5,FF,,0.101,-0.5808
1.995,5,2.5,FF,,0.1005,-0.5821
2,5,2.5,FF,,0.1,-0.5833
2.005,5,2.5,FF,,0.0995,-0.5846
2.01,5,2.5,FF,,0.099,-0.5858
2.015,5,2.5,FF,,0.0985,-0.587
2.02,5,2.5,FF,,0.0979,-0.5883
2.025,5,2.5,FF,,0.0974,-0.5895
2.03,5,2.5,FF,,0.0968,-0.5907
2.035,5,2.5,FF,,0.0963,-0.5919
2.04,5,2.5,FF,,0.0957,-0.593
2.045,5,2.5,FF,,0.0951,-0.5942
2.05,5,2.5,FF,,0.0946,-0.5954
2.055,5,2.5,FF,,0.094,-0.5965
2.06,5,2.5,FF,,0.0934,-0.5976
2.065,5,2.5,FF,,0.0927,-0.5988
2.07,5,2.5,FF,,0.0921,-0.5999
2.075,5,2.5,FF,,0.0915,-0.601
2.08,5,2.5,FF,,0.0909,-0.6021
2.085,5,2.5,FF,,0.0902,-0.6032
2.09,5,2.5,FF,,0.0895,-0.6043
2.095,5,2.5,FF,,0.0889,-0.6053
2.1,5,2.5,FF,,0.0882,-0.6064
2.105,5,2.5,FF,,0.0875,-0.6074
2.11,5,2.5,FF,,0.0868,-0.6085
2.115,5,2.5,FF,,0.0861,-0.6095
2.12,5,2.5,FF,,0.0854,-0.6105
2.125,5,2.5,FF,,0.0847,-0.6115
2.13,5,2.5,FF,,0.0839,-0.6125
2.135,5,2.5,FF,,0.0832,-0.6135
2.14,5,2.5,FF,,0.0824,-0.6144
2.145,5,2.5,FF,,0.0817,-0.6154
2.15,5,2.5,FF,,0.0809,-0.6163
2.155,5,2.5,FF,,0.0801,-0.6173
2.16,5,2.5,FF,,0.0793,-0.6182
2.165,5,2.5,FF,,0.0785,-0.6191
2.17,5,2.5,FF,,0.0777,-0.62
2.175,5,2.5,FF,,0.0769,-0.6209
2.18,5,2.5,FF,,0.076,-0.6218
2.185,5,2.5,FF,,0.0752,-0.6226
2.19,5,2.5,FF,,0.0743,-0.6235
2.195,5,2.5,FF,,0.0735,-0.6243
2.2,5,2.5,FF,,0.0726,-0.6252
2.205,5,2.5,FF,,0.0717,-0.626
2.21,5,2.5,FF,,0.0708,-0.6268
2.215,5,2.5,FF,,0.0699,-0.6276
2.22,5,2.5,FF,,0.069,-0.6284
2.225,5,2.5,FF,,0.0681,-0.6291
2.23,5,2.5,FF,,0.0671,-0.6299
2.235,5,2.5,FF,,0.0662,-0.6306
2.24,5,2.5,FF,,0.0652,-0.6314
2.245,5,2.5,FF,,0.0643,-0.6321
2.25,5,2.5,FF,,0.0633,-0.6328
2.255,5,2.5,FF,,0.0623,-0.6335
2.26,5,2.5,FF,,0.0613,-0.6342
2.265,5,2.5,FF,,0.0603,-0.6349
2.27,5,2.5,FF,,0.0593,-0.6355
2.275,5,2.5,FF,,0.0582,-0.6362
2.28,5,2.5,FF,,0.0572,-0.6368
2.285,5,2.5,FF,,0.0561,-0.6374
2.29,5,2.5,FF,,0.0551,-0.638
2.295,5,2.5,FF,,0.054,-0.6386
2.3,5,2.5,FF,,0.0529,-0.6392
2.305,5,2.5,FF,,0.0518,-0.6398
2.31,5,2.5,FF,,0.0507,-0.6403
2.315,5,2.5,FF,,0.0496,-0.6409
2.32,5,2.5,FF,,0.0484,-0.6414
2.325,5,2.5,FF,,0.0473,-0.6419
2.33,5,2.5,FF,,0.0461,-0.6424
2.335,5,2.5,FF,,0.045,-0.6429
2.34,5,2.5,FF,,0.0438,-0.6434
2.345,5,2.5,FF,,0.0426,-0.6438
2.35,5,2.5,FF,,0.0414,-0.6443
2.355,5,2.5,FF,,0.0402,-0.6447
2.36,5,2.5,FF,,0.039,-0.6451
2.365,5,2.5,FF,,0.0378,-0.6456
2.37,5,2.5,FF,,0.0365,-0.6459
2.375,5,2.5,FF,,0.0353,-0.6463
2.38,5,2.5,FF,,0.034,-0.6467
2.385,5,2.5,FF,,0.0327,-0.647
2.39,5,2.5,FF,,0.0314,-0.6474
2.395,5,2.5,FF,,0.0301,-0.6477
2.4,5,2.5,FF,,0.0288,-0.648
2.405,5,2.5,FF,,0.0275,-0.6483
2.41,5,2.5,FF,,0.0261,-0.6486
2.415,5,2.5,FF,,0.0248,-0.6488
2.42,5,2.5,FF,,0.0234,-0.6491
2.425,5,2.5,FF,,0.0221,-0.6493
2.43,5,2.5,FF,,0.0207,-0.6495
2.435,5,2.5,FF,,0.0193,-0.6497
2.44,5,2.5,FF,,0.0179,-0.6499
2.445,5,2.5,FF,,0.0164,-0.6501
2.45,5,2.5,FF,,0.015,-0.6503
2.455,5,2.5,FF,,0.0136,-0.6504
2.46,5,2.5,FF,,0.0121,-0.6505
2.465,5,2.5,FF,,0.0106,-0.6507
2.47,5,2.5,FF,,0.0092,-0.6508
2.475,5,2.5,FF,,0.0077,-0.6508
2.48,5,2.5,FF,,0.0062,-0.6509
2.485,5,2.5,FF,,0.0046,-0.651
2.49,5,2.5,FF,,0.0031,-0.651
2.495,5,2.5,FF,,0.0016,-0.651
2.5,5,2.5,FF,,0,-0.651
2.505,5,2.5,FF,,-0.0016,-0.651
2.51,5,2.5,FF,,-0.0031,-0.651
2.515,5,2.5,FF,,-0.0046,-0.651
2.52,5,2.5,FF,,-0.0062,-0.6509
2.525,5,2.5,FF,,-0.0077,-0.6508
2.53,5,2.5,FF,,-0.0092,-0.6508
2.535,5,2.5,FF,,-0.0106,-0.6507
2.54,5,2.5,FF,,-0.0121,-0.6505
2.545,5,2.5,FF,,-0.0136,-0.6504
2.55,5,2.5,FF,,-0.015,-0.6503
2.555,5,2.5,FF,,-0.0164,-0.6501
2.56,5,2.5,FF,,-0.0179,-0.6499
2.565,5,2.5,FF,,-0.0193,-0.6497
2.57,5,2.5,FF,,-0.0207,-0.6495
2.575,5,2.5,FF,,-0.0221,-0.6493
2.58,5,2.5,FF,,-0.0234,-0.6491
2.585,5,2.5,FF,,-0.0248,-0.6488
2.59,5,2.5,FF,,-0.0261,-0.6486
2.595,5,2.5,FF,,-0.0275,-0.6483
2.6,5,2.5,FF,,-0.0288,-0.648
2.605,5,2.5,FF,,-0.0301,-0.6477
2.61,5,2.5,FF,,-0.0314,-0.6474
2.615,5,2.5,FF,,-0.0327,-0.647
2.62,5,2.5,FF,,-0.034,-0.6467
2.625,5,2.5,FF,,-0.0353,-0.6463
2.63,5,2.5,FF,,-0.0365,-0.6459
2.635,5,2.5,FF,,-0.0378,-0.6456
2.64,5,2.5,FF,,-0.039,-0.6451
2.645,5,2.5,FF,,-0.0402,-0.6447
2.65,5,2.5,FF,,-0.0414,-0.6443
2.655,5,2.5,FF,,-0.0426,-0.6438
2.66,5,2.5,FF,,-0.0438,-0.6434
2.665,5,2.5,FF,,-0.045,-0.6429
2.67,5,2.5,FF,,-0.0461,-0.6424
2.675,5,2.5,FF,,-0.0473,-0.6419
2.68,5,2.5,FF,,-0.0484,-0.6414
2.685,5,2.5,FF,,-0.0496,-0.6409
2.69,5,2.5,FF,,-0.0507,-0.6403
2.695,5,2.5,FF,,-0.0518,-0.6398
2.7,5,2.5,FF,,-0.0529,-0.6392
2.705,5,2.5,FF,,-0.054,-0.6386
2.71,5,2.5,FF,,-0.0551,-0.638
2.715,5,2.5,FF,,-0.0561,-0.6374
2.72,5,2.5,FF,,-0.0572,-0.6368
2.725,5,2.5,FF,,-0.0582,-0.6362
2.73,5,2.5,FF,,-0.0593,-0.6355
2.735,5,2.5,FF,,-0.0603,-0.6349
2.74,5,2.5,FF,,-0.0613,-0.6342
2.745,5,2.5,FF,,-0.0623,-0.6335
2.75,5,2.5,FF,,-0.0633,-0.6328
2.755,5,2.5,FF,,-0.0643,-0.6321
2.76,5,2.5,FF,,-0.0652,-0.6314
2.765,5,2.5,FF,,-0.0662,-0.6306
2.77,5,2.5,FF,,-0.0671,-0.6299
2.775,5,2.5,FF,,-0.0681,-0.6291
2.78,5,2.5,FF,,-0.069,-0.6284
2.785,5,2.5,FF,,-0.0699,-0.6276
2.79,5,2.5,FF,,-0.0708,-0.6268
2.795,5,2.5,FF,,-0.0717,-0.626
2.8,5,2.5,FF,,-0.0726,-0.6252
2.805,5,2.5,FF,,-0.0735,-0.6243
2.81,5,2.5,FF,,-0.0743,-0.6235
2.815,5,2.5,FF,,-0.0752,-0.6226
2.82,5,2.5,FF,,-0.076,-0.6218
2.825,5,2.5,FF,,-0.0769,-0.6209
2.83,5,2.5,FF,,-0.0777,-0.62
2.835,5,2.5,FF,,-0.0785,-0.6191
2.84,5,2.5,FF,,-0.0793,-0.6182
2.845,5,2.5,FF,,-0.0801,-0.6173
2.85,5,2.5,FF,,-0.0809,-0.6163
2.855,5,2.5,FF,,-0.0817,-0.6154
2.86,5,2.5,FF,,-0.0824,-0.6144
2.865,5,2.5,FF,,-0.0832,-0.6135
2.87,5,2.5,FF,,-0.0839,-0.6125
2.875,5,2.5,FF,,-0.0847,-0.6115
2.88,5,2.5,FF,,-0.0854,-0.6105
2.885,5,2.5,FF,,-0.0861,-0.6095
2.89,5,2.5,FF,,-0.0868,-0.6085
2.895,5,2.5,FF,,-0.0875,-0.6074
2.9,5,2.5,FF,,-0.0882,-0.6064
2.905,5,2.5,FF,,-0.0889,-0.6053
2.91,5,2.5,FF,,-0.0895,-0.6043
2.915,5,2.5,FF,,-0.0902,-0.6032
2.92,5,2.5,FF,,-0.0909,-0.6021
2.925,5,2.5,FF,,-0.0915,-0.601
2.93,5,2.5,FF,,-0.0921,-0.5999
2.935,5,2.5,FF,,-0.0927,-0.5988
2.94,5,2.5,FF,,-0.0934,-0.5976
2.945,5,2.5,FF,,-0.094,-0.5965
2.95,5,2.5,FF,,-0.0946,-0.5954
2.955,5,2.5,FF,,-0.0951,-0.5942
2.96,5,2.5,FF,,-0.0957,-0.593
2.965,5,2.5,FF,,-0.0963,-0.5919
2.97,5,2.5,FF,,-0.0968,-0.5907
2.975,5,2.5,FF,,-0.0974,-0.5895
2.98,5,2.5,FF,,-0.0979,-0.5883
2.985,5,2.5,FF,,-0.0985,-0.587
2.99,5,2.5,FF,,-0.099,-0.5858
2.995,5,2.5,FF,,-0.0995,-0.5846
3,5,2.5,FF,,-0.1,-0.5833
3.005,5,2.5,FF,,-0.1005,-0.5821
3.01,5,2.5,FF,,-0.101,-0.5808
3.015,5,2.5,FF,,-0.1015,-0.5795
3.02,5,2.5,FF,,-0.1019,-0.5783
3.025,5,2.5,FF,,-0.1024,-0.577
3.03,5,2.5,FF,,-0.1028,-0.5757
3.035,5,2.5,FF,,-0.1033,-0.5744
3.04,5,2.5,FF,,-0.1037,-0.573
3.045,5,2.5,FF,,-0.1042,-0.5717
3.05,5,2.5,FF,,-0.1046,-0.5704
3.055,5,2.5,FF,,-0.105,-0.569
3.06,5,2.5,FF,,-0.1054,-0.5677
3.065,5,2.5,FF,,-0.1058,-0.5663
3.07,5,2.5,FF,,-0.1062,-0.5649
3.075,5,2.5,FF,,-0.1065,-0.5636
3.08,5,2.5,FF,,-0.1069,-0.5622
3.085,5,2.5,FF,,-0.1073,-0.5608
3.09,5,2.5,FF,,-0.1076,-0.5594
3.095,5,2.5,FF,,-0.108,-0.558
3.1,5,2.5,FF,,-0.1083,-0.5565
3.105,5,2.5,FF,,-0.1086,-0.5551
3.11,5,2.5,FF,,-0.1089,-0.5537
3.115,5,2.5,FF,,-0.1093,-0.5522
3.12,5,2.5,FF,,-0.1096,-0.5508
3.125,5,2.5,FF,,-0.1099,-0.5493
3.13,5,2.5,FF,,-0.1102,-0.5478
3.135,5,2.5,FF,,-0.1104,-0.5464
3.14,5,2.5,FF,,-0.1107,-0.5449
3.145,5,2.5,FF,,-0.111,-0.5434
3.15,5,2.5,FF,,-0.1112,-0.5419
3.155,5,2.5,FF,,-0.1115,-0.5404
3.16,5,2.5,FF,,-0.1117,-0.5389
3.165,5,2.5,FF,,-0.112,-0.5374
3.17,5,2.5,FF,,-0.1122,-0.5358
3.175,5,2.5,FF,,-0.1124,-0.5343
3.18,5,2.5,FF,,-0.1126,-0.5327
3.185,5,2.5,FF,,-0.1128,-0.5312
3.19,5,2.5,FF,,-0.113,-0.5296
3.195,5,2.5,FF,,-0.1132,-0.5281
3.2,5,2.5,FF,,-0.1134,-0.5265
3.205,5,2.5,FF,,-0.1136,-0.5249
3.21,5,2.5,FF,,-0.1137,-0.5233
3.215,5,2.5,FF,,-0.1139,-0.5217
3.22,5,2.5,FF,,-0.1141,-0.5201
3.225,5,2.5,FF,,-0.1142,-0.5185
3.23,5,2.5,FF,,-0.1144,-0.5169
3.235,5,2.5,FF,,-0.1145,-0.5153
3.24,5,2.5,FF,,-0.1146,-0.5137
3.245,5,2.5,FF,,-0.1147,-0.5121
3.25,5,2.5,FF,,-0.1148,-0.5104
3.255,5,2.5,FF,,-0.1149,-0.5088
3.26,5,2.5,FF,,-0.115,-0.5071
3.265,5,2.5,FF,,-0.1151,-0.5055
3.27,5,2.5,FF,,-0.1152,-0.5038
3.275,5,2.5,FF,,-0.1153,-0.5021
3.28,5,2.5,FF,,-0.1154,-0.5005
3.285,5,2.5,FF,,-0.1154,-0.4988
3.29,5,2.5,FF,,-0.1155,-0.4971
3.295,5,2.5,FF,,-0.1156,-0.4954
3.3,5,2.5,FF,,-0.1156,-0.4937
3.305,5,2.5,FF,,-0.1156,-0.492
3.31,5,2.5,FF,,-0.1157,-0.4903
3.315,5,2.5,FF,,-0.1157,-0.4886
3.32,5,2.5,FF,,-0.1157,-0.4869
3.325,5,2.5,FF,,-0.1157,-0.4851
3.33,5,2.5,FF,,-0.1157,-0.4834
3.335,5,2.5,FF,,-0.1157,-0.4817
3.34,5,2.5,FF,,-0.1157,-0.4799
3.345,5,2.5,FF,,-0.1157,-0.4782
3.35,5,2.5,FF,,-0.1157,-0.4764
3.355,5,2.5,FF,,-0.1157,-0.4747
3.36,5,2.5,FF,,-0.1157,-0.4729
3.365,5,2.5,FF,,-0.1156,-0.4712
3.37,5,2.5,FF,,-0.1156,-0.4694
3.375,5,2.5,FF,,-0.1155,-0.4676
3.38,5,2.5,FF,,-0.1155,-0.4658
3.385,5,2.5,FF,,-0.1154,-0.464
3.39,5,2.5,FF,,-0.1153,-0.4623
